Kunden-Nr (AB) rel;Rechungskonto_2017;Rechnungskonto_2024;Kundenreferenz_bei_VF;Name des Rechnungsempfängers;zusätzlicher Text;Rechtsform;Straße;Hausnr.;PLZ;Ort;InfoRKTO;Freigabe(J/N) oder Datum
90799827;1040100391;1056308861;SRL SW Rosenheim;Heizkraftwerk Würzburg;;GMBH;Haugerring;5;97070;Würzburg;<h3>Rechnungsanschrift: </h3><p>Heizkraftwerk Würzburg <br>Haugerring 5<br>97070 Würzburg<p>Kundenreferenz bei Vodafone: SRL SW Rosenheim;
1938856876;1039756256;1056101546;;Landesamt für Finanzen Staatsoberkasse Bayern BayTKA;;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA <br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938856977;1039756157;1056101541;;Landesamt für Finanzen Staatsoberkasse Bayern BayTKA;;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA <br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1948338461;1047074541;1056309412;;Zentrum Staatsbäder Bayern;;;Badstr.;31;95138;Bad Steben;<h3>Rechnungsanschrift: </h3><p>Zentrum Staatsbäder Bayern <br>Badstr. 31<br>95138 Bad Steben<p>Kundenreferenz bei Vodafone: ;
1939608066;1040293492;1056128543;;Zweckverband für Rettungsdienst und Feuerwehralarmierung; Fürstenfeldbruck;;Münchner Str.;27;82256;Fürstenfeldbruck;<h3>Rechnungsanschrift: </h3><p>Zweckverband für Rettungsdienst und Feuerwehralarmierung  Fürstenfeldbruck<br>Münchner Str. 27<br>82256 Fürstenfeldbruck<p>Kundenreferenz bei Vodafone: ;
1942319911;1042194191;1056055396;;Zweckverband für Rettungsdienst und Feuerwehralarmierung  ;Region Ingolstadt;;Auf der Schanz;30;85049;Ingolstadt;<h3>Rechnungsanschrift: </h3><p>Zweckverband für Rettungsdienst und Feuerwehralarmierung   Region Ingolstadt<br>Auf der Schanz 30<br>85049 Ingolstadt<p>Kundenreferenz bei Vodafone: ;
1946522461;1045610141;1056308852;;Zweckverband für Rettungsdienst und Feuerwehralarmierung;ILS Amberg;;Gasfabrikstr.;19;92224;Amberg;<h3>Rechnungsanschrift: </h3><p>Zweckverband für Rettungsdienst und Feuerwehralarmierung ILS Amberg<br>Gasfabrikstr. 19<br>92224 Amberg<p>Kundenreferenz bei Vodafone: ;
1938681804;0;0;;;;;;;;;<h3>Rechnungsanschrift: </h3><p> <br> <br> <p>Kundenreferenz bei Vodafone: ;
1938683264;1039637744;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938682098;1039637178;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683161;1039637641;0;;Landesamt für Finanzen ;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen  Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683261;1039637741;0;Landratsamt Donau-Ries;Landratsamt Donau-Ries;Kämmerei;;Pflegstr.;2;86609;Donauwörth;<h3>Rechnungsanschrift: </h3><p>Landratsamt Donau-Ries Kämmerei<br>Pflegstr. 2<br>86609 Donauwörth<p>Kundenreferenz bei Vodafone: Landratsamt Donau-Ries;
1938681946;1039637126;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683320;1039637900;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681956;1039637136;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681721;1039636801;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683115;1039637545;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681925;1039637105;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681899;1039637029;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681965;1039636945;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681722;1039636802;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681735;1039636815;0;;Landesamt Passau;Fachbereich 712;;Domplatz;11;94032;Passau;<h3>Rechnungsanschrift: </h3><p>Landesamt Passau Fachbereich 712<br>Domplatz 11<br>94032 Passau<p>Kundenreferenz bei Vodafone: ;
1938681735;1049614041;0;AELF, Passau;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: AELF, Passau;
1938682061;1039637141;0;AELF Kempten;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: AELF Kempten;
1938681964;1039636944;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681773;1039636853;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681838;1039636918;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681718;1039636798;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681756;1039636836;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681795;1039636875;0;;Landwirtschaftsschule Holzkirchen;am AELF-Holzkirchen;;Rudolf-Diesel-Ring;1;83607;Holzkirchen;<h3>Rechnungsanschrift: </h3><p>Landwirtschaftsschule Holzkirchen am AELF-Holzkirchen<br>Rudolf-Diesel-Ring 1<br>83607 Holzkirchen<p>Kundenreferenz bei Vodafone: ;
1938681795;1045406542;0;;Zuchtverband Miesbach;;;Zuchtverband;1;83714;Miesbach;<h3>Rechnungsanschrift: </h3><p>Zuchtverband Miesbach <br>Zuchtverband 1<br>83714 Miesbach<p>Kundenreferenz bei Vodafone: ;
1938681729;1039636809;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681720;1039636800;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681759;1039636839;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681793;1039636873;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681717;1039636797;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681734;1039636814;0;;Dr. Eisenmann-Landwirtschaftsschule;;;Gritschstr.;38;85276;Pfaffenhofen;<h3>Rechnungsanschrift: </h3><p>Dr. Eisenmann-Landwirtschaftsschule <br>Gritschstr. 38<br>85276 Pfaffenhofen<p>Kundenreferenz bei Vodafone: ;
1938681764;1039636844;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681732;1039636812;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1940724163;1041069692;0;BayernWLAN;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayernWLAN;
1938681742;1039636822;0;;Landratsamt Straubing-Bogen;Finanzverwaltung;;Leutnerstr.;15;94315;Straubing;<h3>Rechnungsanschrift: </h3><p>Landratsamt Straubing-Bogen Finanzverwaltung<br>Leutnerstr. 15<br>94315 Straubing<p>Kundenreferenz bei Vodafone: ;
1938681741;1039636821;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681796;1039636876;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681747;1039636827;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681881;1039637011;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681772;1039636852;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681966;1039636946;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681755;1039636835;0;;Landratsamt Ansbach;SG 11;;Crailsheimstr.;1;91522;Ansbach;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ansbach SG 11<br>Crailsheimstr. 1<br>91522 Ansbach<p>Kundenreferenz bei Vodafone: ;
1938681755;1051129641;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681786;1039636866;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681985;1039636965;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683070;1039637600;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683112;1039637542;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683113;1039637543;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938682056;1039637086;0;;Landesamt für Finanzen ;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen  Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683218;1039637798;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938682035;1039637065;0;;APG Das Kommunalunternehmen des LK Würzburg;ÖPNV Außsenstelle;;Juliuspromenade;40;97070;Würzburg;<h3>Rechnungsanschrift: </h3><p>APG Das Kommunalunternehmen des LK Würzburg ÖPNV Außsenstelle<br>Juliuspromenade 40<br>97070 Würzburg<p>Kundenreferenz bei Vodafone: ;
1938682035;1051358091;0;;Fa. Burlein und Sohn;;GMBH & CO. KG;Stämmbauersweg;5;97355;Abtswind;<h3>Rechnungsanschrift: </h3><p>Fa. Burlein und Sohn <br>Stämmbauersweg 5<br>97355 Abtswind<p>Kundenreferenz bei Vodafone: ;
1938682035;1051388091;0;;Dietmar Zimmermann;Busunternehmen;GMBH;Lochweg;22;97318;Kitzingen;<h3>Rechnungsanschrift: </h3><p>Dietmar Zimmermann Busunternehmen<br>Lochweg 22<br>97318 Kitzingen<p>Kundenreferenz bei Vodafone: ;
1938683213;1039637793;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683214;1039637794;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683167;1039637647;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683073;1039637603;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938682085;1039637165;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683265;1039637745;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683221;1039637801;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681949;1039637129;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681739;1039636819;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938682094;1039637174;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683065;1039637595;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681826;1039636906;0;BVB Achselschwang;Bayer. Staatsgüter;;;Achselschwang;1;86919;Utting;<h3>Rechnungsanschrift: </h3><p>Bayer. Staatsgüter <br>Achselschwang 1<br>86919 Utting<p>Kundenreferenz bei Vodafone: BVB Achselschwang;
1938681839;1039636919;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681839;1054354591;0;;Logistikzentrum Polizei Bayern;;;Ernst-Reuter-Str.;119;95030;Hof;<h3>Rechnungsanschrift: </h3><p>Logistikzentrum Polizei Bayern <br>Ernst-Reuter-Str. 119<br>95030 Hof<p>Kundenreferenz bei Vodafone: ;
1938683063;1039637593;0;;Bayer. Justizvollzugsakademie IT-L;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Bayer. Justizvollzugsakademie IT-L Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683063;1047673391;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683063;1049481091;0;Rechnungsreferenz: JVA, 92224 Amber;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: Rechnungsreferenz: JVA, 92224 Amber;
1939585411;1040278991;0;WLAN-Hotspot;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: WLAN-Hotspot;
1939835061;1040454591;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681876;1039637006;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681940;1039637120;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683212;1039637792;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681954;1039637134;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938683172;1039637652;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938682026;1039637056;0;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938681757;1039636837;0;Bayer. Staatsgüter - BBV Almesbach;Bayer. Staatsgüter;;;Prof.-Zorn-Str.;19;85586;Poing;<h3>Rechnungsanschrift: </h3><p>Bayer. Staatsgüter <br>Prof.-Zorn-Str. 19<br>85586 Poing<p>Kundenreferenz bei Vodafone: Bayer. Staatsgüter - BBV Almesbach;
1938681771;1039636851;0;Zentrale;Bayer. Staatsgüter;;;Prof.-Zorn-Str.;19;85586;Poing;<h3>Rechnungsanschrift: </h3><p>Bayer. Staatsgüter <br>Prof.-Zorn-Str. 19<br>85586 Poing<p>Kundenreferenz bei Vodafone: Zentrale;
1938681779;1039636859;0;Bayer. Staatsgüter BBV Schwaiganger;Bayer. Staatsgüter;;;Prof.-Zorn-Str.;19;85586;Poing;<h3>Rechnungsanschrift: </h3><p>Bayer. Staatsgüter <br>Prof.-Zorn-Str. 19<br>85586 Poing<p>Kundenreferenz bei Vodafone: Bayer. Staatsgüter BBV Schwaiganger;
