UUID;AB_gruppe;adresse;Name;Strasse;Hsnr;Plz;Ort;Info AB
f3f64a29-36b4-441e-b3da-6598924ba1a0;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Weidhausen b.Coburg, Werkstraße 1, 96279 Weidhausen b.Coburg;Gemeinde Weidhausen b.Coburg;Werkstraße;1;96279;Weidhausen b.Coburg;<h3>Abrufberechtigter: </h3><p>Gemeinde Weidhausen b.Coburg<br>Werkstraße 1<br>96279 Weidhausen b.Coburg
f156f1bb-4fed-4c08-b9dd-045414fdc5c7;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Weiherhammer, Hauptstraße 3, 92729 Weiherhammer;Gemeinde Weiherhammer;Hauptstraße;3;92729;Weiherhammer;<h3>Abrufberechtigter: </h3><p>Gemeinde Weiherhammer<br>Hauptstraße 3<br>92729 Weiherhammer
df995833-ce74-42e1-9963-956c4327d5e9;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Weil, Landsberger Straße 15, 86947 Weil;Gemeinde Weil;Landsberger Straße;15;86947;Weil;<h3>Abrufberechtigter: </h3><p>Gemeinde Weil<br>Landsberger Straße 15<br>86947 Weil
3786718a-6155-4a2d-a6c8-85108720257f;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Weißenohe, Dorfhauser Straße 7, 91367 Weißenohe;Gemeinde Weißenohe;Dorfhauser Straße;7;91367;Weißenohe;<h3>Abrufberechtigter: </h3><p>Gemeinde Weißenohe<br>Dorfhauser Straße 7<br>91367 Weißenohe
4a9d4e62-f206-428c-8dc1-8bc9d87c3b78;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Weitramsdorf, Ummerstadter Str. 11, 96479 Weitramsdorf;Gemeinde Weitramsdorf;Ummerstadter Str.;11;96479;Weitramsdorf;<h3>Abrufberechtigter: </h3><p>Gemeinde Weitramsdorf<br>Ummerstadter Str. 11<br>96479 Weitramsdorf
780763b9-7d7e-499f-a811-7d52bfd449e7;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Weng, Am Kellerberg 2a, 84109 Wörth a.d.Isar;Gemeinde Weng;Am Kellerberg;2a;84109;Wörth a.d.Isar;<h3>Abrufberechtigter: </h3><p>Gemeinde Weng<br>Am Kellerberg 2a<br>84109 Wörth a.d.Isar
f7fb6a9c-2f5e-4d40-b183-ddd94fd4f993;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wenzenbach, Hauptstraße 40, 93173 Wenzenbach;Gemeinde Wenzenbach;Hauptstraße;40;93173;Wenzenbach;<h3>Abrufberechtigter: </h3><p>Gemeinde Wenzenbach<br>Hauptstraße 40<br>93173 Wenzenbach
6846f8c6-8e15-4b6b-ae8d-05e60754696a;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wessobrunn, Zöpfstraße 1, 82405 Wessobrunn;Gemeinde Wessobrunn;Zöpfstraße;1;82405;Wessobrunn;<h3>Abrufberechtigter: </h3><p>Gemeinde Wessobrunn<br>Zöpfstraße 1<br>82405 Wessobrunn
ec4d39d8-fbd3-4483-a907-c890e9af1947;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wettringen, An der Kirche 3, 91631 Wettringen;Gemeinde Wettringen;An der Kirche;3;91631;Wettringen;<h3>Abrufberechtigter: </h3><p>Gemeinde Wettringen<br>An der Kirche 3<br>91631 Wettringen
813b3559-df87-4196-be8d-9560863d5da9;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wettstetten, Kirchplatz 10, 85139 Wettstetten;Gemeinde Wettstetten;Kirchplatz;10;85139;Wettstetten;<h3>Abrufberechtigter: </h3><p>Gemeinde Wettstetten<br>Kirchplatz 10<br>85139 Wettstetten
55460fb5-ebb2-474e-a04f-cc228ae7db45;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wiedergeltingen, Mindelheimer Str. 21, 86879 Wiedergeltingen;Gemeinde Wiedergeltingen;Mindelheimer Str.;21;86879;Wiedergeltingen;<h3>Abrufberechtigter: </h3><p>Gemeinde Wiedergeltingen<br>Mindelheimer Str. 21<br>86879 Wiedergeltingen
c42a0a2b-8561-4c94-871b-c94e432d03e3;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wielenbach, Peter-Kaufinger-Str. 11, 82407 Wielenbach;Gemeinde Wielenbach;Peter-Kaufinger-Str.;10;82407;Wielenbach;<h3>Abrufberechtigter: </h3><p>Gemeinde Wielenbach<br>Peter-Kaufinger-Str. 10<br>82407 Wielenbach
68edf1f9-2310-4dad-ad04-bb4e4dd1076b;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wiesenfelden, Georgsplatz 1, 94344 Wiesenfelden;Gemeinde Wiesenfelden;Georgsplatz;1;94344;Wiesenfelden;<h3>Abrufberechtigter: </h3><p>Gemeinde Wiesenfelden<br>Georgsplatz 1<br>94344 Wiesenfelden
64eebb97-7d1b-44e0-af87-dabc64c30790;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wiesthal, Kirchstraße 9, 97859 Wiesthal;Gemeinde Wiesthal;Kirchstraße;9;97859;Wiesthal;<h3>Abrufberechtigter: </h3><p>Gemeinde Wiesthal<br>Kirchstraße 9<br>97859 Wiesthal
365f3c1e-23e9-437b-af3e-cdd5bc00a804;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wildpoldsried, Kemptener Straße 2, 87499 Wildpoldsried;Gemeinde Wildpoldsried;Kemptener Straße;2;87499;Wildpoldsried;<h3>Abrufberechtigter: </h3><p>Gemeinde Wildpoldsried<br>Kemptener Straße 2<br>87499 Wildpoldsried
5a6a1435-35ed-46ab-b1e3-945550bfcb41;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wilhelmsthal, Wöhrleite 1, 96352 Wilhelmsthal;Gemeinde Wilhelmsthal;Wöhrleite;1;96352;Wilhelmsthal;<h3>Abrufberechtigter: </h3><p>Gemeinde Wilhelmsthal<br>Wöhrleite 1<br>96352 Wilhelmsthal
8b9d080f-38ca-420a-842d-4015fd7d1e87;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Windberg, Pfarrplatz 2, 94336 Windberg;Gemeinde Windberg;Pfarrplatz;2;94336;Windberg;<h3>Abrufberechtigter: </h3><p>Gemeinde Windberg<br>Pfarrplatz 2<br>94336 Windberg
4b5b9125-857a-4e10-9359-ce71eeaa9c0b;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Winhöring, Obere Hofmark 7, 84543 Winhöring;Gemeinde Winhöring;Obere Hofmark;7;84543;Winhöring;<h3>Abrufberechtigter: </h3><p>Gemeinde Winhöring<br>Obere Hofmark 7<br>84543 Winhöring
49aec914-1a2b-418b-a4a4-63a908279bd1;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wipfeld, Marktplatz 1, 97537 Wipfeld;Gemeinde Wipfeld;Marktplatz;1;97537;Wipfeld;<h3>Abrufberechtigter: </h3><p>Gemeinde Wipfeld<br>Marktplatz 1<br>97537 Wipfeld
7ccd5fb9-8cff-4f59-b812-9401c1e1a040;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wolfersdorf, Ringstraße 12, 85395 Wolfersdorf;Gemeinde Wolfersdorf;Ringstraße;12;85395;Wolfersdorf;<h3>Abrufberechtigter: </h3><p>Gemeinde Wolfersdorf<br>Ringstraße 12<br>85395 Wolfersdorf
fb7cec66-25ba-49d1-87ef-0ec10bc1c1f5;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wonfurt, Kirchgasse 3, 97539 Wonfurt;Gemeinde Wonfurt;Kirchgasse;3;97539;Wonfurt;<h3>Abrufberechtigter: </h3><p>Gemeinde Wonfurt<br>Kirchgasse 3<br>97539 Wonfurt
97be4a6d-e4f2-4dda-a767-2cf2a246ef05;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wonneberg, Salzburger Straße 1, 83329 Waging a.See;Gemeinde Wonneberg;Salzburger Straße;1;83329;Waging a.See;<h3>Abrufberechtigter: </h3><p>Gemeinde Wonneberg<br>Salzburger Straße 1<br>83329 Waging a.See
778f62de-3998-4a66-aa47-d86b43a539ac;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wörnitz, Rothenburger Straße 10, 91637 Wörnitz;Gemeinde Wörnitz;Rothenburger Straße;10;91637;Wörnitz;<h3>Abrufberechtigter: </h3><p>Gemeinde Wörnitz<br>Rothenburger Straße 10<br>91637 Wörnitz
00d7044b-07b1-44aa-b5f2-ce23f5cd2edc;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wörth a.d.Isar, Am Kellerberg 2a, 84109 Wörth a.d.Isar;Gemeinde Wörth a.d.Isar;Am Kellerberg;2a;84109;Wörth a.d.Isar;<h3>Abrufberechtigter: </h3><p>Gemeinde Wörth a.d.Isar<br>Am Kellerberg 2a<br>84109 Wörth a.d.Isar
1430f1ff-6e84-4fec-a6fc-a6d7df9c278d;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wörth, Erdinger Straße 8a, 85457 Wörth;Gemeinde Wörth;Erdinger Straße;8a;85457;Wörth;<h3>Abrufberechtigter: </h3><p>Gemeinde Wörth<br>Erdinger Straße 8a<br>85457 Wörth
bac450b1-c693-43e7-995c-31dff4bcbcb5;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Wörthsee, Seestraße 20, 82237 Wörthsee;Gemeinde Wörthsee;Seestraße;20;82237;Wörthsee;<h3>Abrufberechtigter: </h3><p>Gemeinde Wörthsee<br>Seestraße 20<br>82237 Wörthsee
cfdaef63-b2de-4368-9fcf-86b8da469497;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Zandt, Rathausplatz 1, 93499 Zandt;Gemeinde Zandt;Rathausplatz;1;93499;Zandt;<h3>Abrufberechtigter: </h3><p>Gemeinde Zandt<br>Rathausplatz 1<br>93499 Zandt
565648bd-3d11-4682-b3b5-a50b6b90dae8;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Zeilarn, Rupertistr. 22, 84367 Zeilarn;Gemeinde Zeilarn;Rupertistr.;22;84367;Zeilarn;<h3>Abrufberechtigter: </h3><p>Gemeinde Zeilarn<br>Rupertistr. 22<br>84367 Zeilarn
e4e4401c-48b6-45de-8205-bc44a3384821;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Zeitlarn, Hauptstraße 30, 93197 Zeitlarn;Gemeinde Zeitlarn;Hauptstraße;30;93197;Zeitlarn;<h3>Abrufberechtigter: </h3><p>Gemeinde Zeitlarn<br>Hauptstraße 30<br>93197 Zeitlarn
9695b691-cce9-4d10-ad4f-43258255b2c2;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Zolling, Rathausplatz 1, 85406 Zolling;Gemeinde Zolling;Rathausplatz;1;85406;Zolling;<h3>Abrufberechtigter: </h3><p>Gemeinde Zolling<br>Rathausplatz 1<br>85406 Zolling
187fea5b-fcf7-4f38-9e80-b9d4a09fab8a;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Zorneding, Schulstraße 13, 85604 Zorneding;Gemeinde Zorneding;Schulstraße;13;85604;Zorneding;<h3>Abrufberechtigter: </h3><p>Gemeinde Zorneding<br>Schulstraße 13<br>85604 Zorneding
26b4a3ec-63b7-4375-aaae-87ccb392e058;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Gemeindewerke Cadolzburg, Egersdorfer Str. 62, 90556 Cadolzburg;Gemeindewerke Cadolzburg;Egersdorfer Str.;62;90556;Cadolzburg;<h3>Abrufberechtigter: </h3><p>Gemeindewerke Cadolzburg<br>Egersdorfer Str. 62<br>90556 Cadolzburg
28b535c1-a881-440e-944d-891e30e94b98;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Gemeindewerke Emskirchen, Erlanger Straße 17, 91448 Emskirchen;Gemeindewerke Emskirchen;Erlanger Straße;17;91448;Emskirchen;<h3>Abrufberechtigter: </h3><p>Gemeindewerke Emskirchen<br>Erlanger Straße 17<br>91448 Emskirchen
94c035ec-f5b5-4e03-9fbf-ffbcd7f604f4;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Gemeindewerke Garmisch-Partenkirchen, Adlerstraße 25, 82467 Garmisch-Partenkirchen;Gemeindewerke Garmisch-Partenkirchen;Adlerstraße;25;82467;Garmisch-Partenkirchen;<h3>Abrufberechtigter: </h3><p>Gemeindewerke Garmisch-Partenkirchen<br>Adlerstraße 25<br>82467 Garmisch-Partenkirchen
8fcb7cd3-b93f-4c7d-a86c-c213cf94621d;Gruppe 5, gem. §4a RV Los 2;Gemeindewerke Ismaning, Mayerbacherstr. 42, 85737 Ismaning;Gemeindewerke Ismaning;Mayerbacherstr.;42;85737;Ismaning;<h3>Abrufberechtigter: </h3><p>Gemeindewerke Ismaning<br>Mayerbacherstr. 42<br>85737 Ismaning
0fd936e7-1463-4116-a460-c1025f81b364;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Gemeindewerke Oberhaching GmbH, Bajuwarenring 17, 82041 Oberhaching;Gemeindewerke Oberhaching GmbH;Bajuwarenring;17;82041;Oberhaching;<h3>Abrufberechtigter: </h3><p>Gemeindewerke Oberhaching GmbH<br>Bajuwarenring 17<br>82041 Oberhaching
507db952-84b7-4589-bc97-7c54db745e65;fehlende AB;Gemeinnützige Wohnungsbau- gesellschaft Ingolstadt GmbH, Minucciweg 4, 85055 Ingolstadt;Gemeinnützige Wohnungsbau- gesellschaft Ingolstadt GmbH;Minucciweg;4;85055;Ingolstadt;<h3>Abrufberechtigter: </h3><p>Gemeinnützige Wohnungsbau- gesellschaft Ingolstadt GmbH<br>Minucciweg 4<br>85055 Ingolstadt
18928be8-25cb-41f7-8136-7c21ce8552c6;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Generaldirektion der Staatlichen Archive Bayerns, Schönfeldstraße 5, 80539 München;Generaldirektion der Staatlichen Archive Bayerns;Schönfeldstraße;5;80539;München;<h3>Abrufberechtigter: </h3><p>Generaldirektion der Staatlichen Archive Bayerns<br>Schönfeldstraße 5<br>80539 München
f027b2df-fffd-4a16-8c50-c1d9a627d2f0;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Generaldirektion der Staatlichen Naturwissenschaftlichen Sammlungen Bayerns, Menzinger Straße 71, 80638 München;Generaldirektion der Staatlichen Naturwissenschaftlichen Sammlungen Bayerns;Menzinger Straße;71;80638;München;<h3>Abrufberechtigter: </h3><p>Generaldirektion der Staatlichen Naturwissenschaftlichen Sammlungen Bayerns<br>Menzinger Straße 71<br>80638 München
52024411-c4aa-479c-b0da-5af153ba72fc;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Generalstaatsanwaltschaft München, Karlstraße 66, 80335 München;Generalstaatsanwaltschaft München;Karlstraße;66;80335;München;<h3>Abrufberechtigter: </h3><p>Generalstaatsanwaltschaft München<br>Karlstraße 66<br>80335 München
17db890f-d97c-46d0-892f-42dc9c848629;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Geriatriezentrum Neuburg GmbH, Bahnhofstraße 107B, 86633 Neuburg a.d.Donau;Geriatriezentrum Neuburg GmbH;Bahnhofstraße;107B;86633;Neuburg a.d.Donau;<h3>Abrufberechtigter: </h3><p>Geriatriezentrum Neuburg GmbH<br>Bahnhofstraße 107B<br>86633 Neuburg a.d.Donau
7d490a88-a925-4795-a049-e765d6c397b3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Gerichtsärztlicher Dienst bei dem Oberlandesgericht Nürnberg Außenstelle Regensburg, Kumpfmühler Straße 8, 93047 Regensburg;Gerichtsärztlicher Dienst bei dem Oberlandesgericht Nürnberg Außenstelle Regensburg;Kumpfmühler Straße;8;93047;Regensburg;<h3>Abrufberechtigter: </h3><p>Gerichtsärztlicher Dienst bei dem Oberlandesgericht Nürnberg Außenstelle Regensburg<br>Kumpfmühler Straße 8<br>93047 Regensburg
80610149-eae3-4412-955c-01ebdf39847e;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Germanisches Nationalmuseum, Kornmarkt 1, 90402 Nürnberg;Germanisches Nationalmuseum;Kornmarkt;1;90402;Nürnberg;<h3>Abrufberechtigter: </h3><p>Germanisches Nationalmuseum<br>Kornmarkt 1<br>90402 Nürnberg
2124604c-5a7a-4552-9527-f067573c7071;fehlende AB;Gesellschaft für Wohnungsbau und Gewerbeansiedlung der Stadt Königsbrunn mbH, Marktstraße 3,5, 86343 Königsbrunn;Gesellschaft für Wohnungsbau und Gewerbeansiedlung der Stadt Königsbrunn mbH;Marktstraße;3 1/2;86343;Königsbrunn;<h3>Abrufberechtigter: </h3><p>Gesellschaft für Wohnungsbau und Gewerbeansiedlung der Stadt Königsbrunn mbH<br>Marktstraße 3 1/2<br>86343 Königsbrunn
1f2bd3f1-3722-4302-b4a0-a70e82dc2436;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Gesellschaft zur Förderung des ÖPNV im LK Regensburg, Donaustaufer Straße 115, 93059 Regensburg;Gesellschaft zur Förderung des ÖPNV im LK Regensburg;Donaustaufer Straße;115;93059;Regensburg;<h3>Abrufberechtigter: </h3><p>Gesellschaft zur Förderung des ÖPNV im LK Regensburg<br>Donaustaufer Straße 115<br>93059 Regensburg
d5ba1ffd-7593-4267-8321-10b0fdf7d0ab;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;gKu VE München-Ost AöR, Blumenstraße 1, 85586 Poing;gKu VE München-Ost AöR;Blumenstraße;1;85586;Poing;<h3>Abrufberechtigter: </h3><p>gKu VE München-Ost AöR<br>Blumenstraße 1<br>85586 Poing
f9c3775c-f167-4cb8-80cb-49b2098a8053;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Glasmuseum Frauenau - Staatliches Museum zur Geschichte zur Geschichte der Glaskultur, Am Museumspark 1, 94258 Frauenau;Glasmuseum Frauenau - Staatliches Museum zur Geschichte zur Geschichte der Glaskultur;Am Museumspark;1;94258;Frauenau;<h3>Abrufberechtigter: </h3><p>Glasmuseum Frauenau - Staatliches Museum zur Geschichte zur Geschichte der Glaskultur<br>Am Museumspark 1<br>94258 Frauenau
2f314259-3af9-49e2-8623-daac5ba47dba;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Bad Kissingen, Rathausplatz 1, 97688 Bad Kissingen;Große Kreisstadt Bad Kissingen;Rathausplatz;1;97688;Bad Kissingen;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Bad Kissingen<br>Rathausplatz 1<br>97688 Bad Kissingen
256fded6-acf1-452a-a7ca-7bc7989c3a96;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Bad Reichenhall, Rathausplatz 1 u. 8, 83435 Bad Reichenhall;Große Kreisstadt Bad Reichenhall;Rathausplatz;1 u. 8;83435;Bad Reichenhall;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Bad Reichenhall<br>Rathausplatz 1 u. 8<br>83435 Bad Reichenhall
eebc3dc3-172c-4d5c-99d7-d7c6a3cdab3d;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Dachau, Konrad-Adenauer-Straße 2 - 6, 85221 Dachau;Große Kreisstadt Dachau;Konrad-Adenauer-Straße;2-6;85221;Dachau;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Dachau<br>Konrad-Adenauer-Straße 2-6<br>85221 Dachau
cb79bf01-592a-4b71-be48-ee8a306caa20;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Deggendorf, Franz-Josef-Strauß-Straße 3, 94469 Deggendorf;Große Kreisstadt Deggendorf;Franz-Josef-Strauß-Straße;3;94469;Deggendorf;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Deggendorf<br>Franz-Josef-Strauß-Straße 3<br>94469 Deggendorf
d34336e3-69e1-48f8-9fb4-0cef43f6ddf7;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Dillingen a.d.Donau, Königstraße 37 u. 38, 89407 Dillingen a.d.Donau;Große Kreisstadt Dillingen a.d.Donau;Königstraße;37 u. 38;89407;Dillingen a.d.Donau;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Dillingen a.d.Donau<br>Königstraße 37 u. 38<br>89407 Dillingen a.d.Donau
fbb688ce-802e-4f19-8dd8-44e7f48f3d20;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Dinkelsbühl, Segringer Str. 30, 91550 Dinkelsbühl;Große Kreisstadt Dinkelsbühl;Segringer Str.;30;91550;Dinkelsbühl;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Dinkelsbühl<br>Segringer Str. 30<br>91550 Dinkelsbühl
6e4fb700-c80e-4740-b28a-65612e6b2956;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Donauwörth, Rathausgasse 1, 86609 Donauwörth;Große Kreisstadt Donauwörth;Rathausgasse;1;86609;Donauwörth;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Donauwörth<br>Rathausgasse 1<br>86609 Donauwörth
d7a7a68e-5c8c-41da-9add-24a05929240f;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Erding, Landshuter Straße 1, 85435 Erding;Große Kreisstadt Erding;Landshuter Straße;1;85435;Erding;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Erding<br>Landshuter Straße 1<br>85435 Erding
2d9ab31a-5ef1-488d-8800-88448a789a23;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Forchheim, St.-Martin-Straße 8, 91301 Forchheim;Große Kreisstadt Forchheim;St.-Martin-Straße;8;91301;Forchheim;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Forchheim<br>St.-Martin-Straße 8<br>91301 Forchheim
7d2b94be-4c6d-4d9e-82c6-3ef3f55bcd75;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Freising, Obere Hauptstraße 2, 85354 Freising;Große Kreisstadt Freising;Obere Hauptstraße;2;85354;Freising;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Freising<br>Obere Hauptstraße 2<br>85354 Freising
fda2bf7f-20d6-4fc8-b1af-c014caaa5fc6;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Fürstenfeldbruck, Hauptstraße 31, 82256 Fürstenfeldbruck;Große Kreisstadt Fürstenfeldbruck;Hauptstraße;31;82256;Fürstenfeldbruck;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Fürstenfeldbruck<br>Hauptstraße 31<br>82256 Fürstenfeldbruck
44ddacc0-faab-4467-9813-c49da388f476;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Germering, Rathausplatz 1, 82110 Germering;Große Kreisstadt Germering;Rathausplatz;1;82110;Germering;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Germering<br>Rathausplatz 1<br>82110 Germering
07dfe570-0553-493d-846a-eae492cdbd77;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Günzburg, Schloßplatz 1, 89312 Günzburg;Große Kreisstadt Günzburg;Schloßplatz;1;89312;Günzburg;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Günzburg<br>Schloßplatz 1<br>89312 Günzburg
c8c0c482-2a12-47a9-888b-572381388ba0;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Kitzingen, Kaiserstraße 13/15, 97318 Kitzingen;Große Kreisstadt Kitzingen;Kaiserstraße;13/15;97318;Kitzingen;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Kitzingen<br>Kaiserstraße 13/15<br>97318 Kitzingen
6ca9138b-1504-41f5-aa26-3d5993eff0a1;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Kulmbach, Marktplatz 1, 95326 Kulmbach;Große Kreisstadt Kulmbach;Marktplatz;1;95326;Kulmbach;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Kulmbach<br>Marktplatz 1<br>95326 Kulmbach
01619beb-38f3-49de-b18a-e828fbc5126a;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Landsberg am Lech, Katharinenstraße 1, 86899 Landsberg am Lech;Große Kreisstadt Landsberg am Lech;Katharinenstraße;1;86899;Landsberg am Lech;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Landsberg am Lech<br>Katharinenstraße 1<br>86899 Landsberg am Lech
da0dbcdd-86ca-4e09-a06d-f659d186655d;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Lindau (Bodensee), Bregenzer Straße 45264, 88131 Lindau (Bodensee);Große Kreisstadt Lindau (Bodensee);Bregenzer Straße;4-12;88131;Lindau (Bodensee);<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Lindau (Bodensee)<br>Bregenzer Straße 4-12<br>88131 Lindau (Bodensee)
a28ea3f0-2b1f-419c-b707-23861cbced9c;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Marktredwitz, Egerstraße 2, 95615 Marktredwitz;Große Kreisstadt Marktredwitz;Egerstraße;2;95615;Marktredwitz;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Marktredwitz<br>Egerstraße 2<br>95615 Marktredwitz
5c1d95b0-56da-4943-b71a-8dcf1c9d90fc;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Neuburg a.d.Donau, Karlsplatz A12, 86633 Neuburg a.d.Donau;Große Kreisstadt Neuburg a.d.Donau;Karlsplatz;A12;86633;Neuburg a.d.Donau;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Neuburg a.d.Donau<br>Karlsplatz A12<br>86633 Neuburg a.d.Donau
1e168379-f5f0-4206-bcc2-11265f054078;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Neumarkt i.d.OPf., Rathausplatz 1, 92318 Neumarkt i.d.OPf.;Große Kreisstadt Neumarkt i.d.OPf.;Rathausplatz;1;92318;Neumarkt i.d.OPf.;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Neumarkt i.d.OPf.<br>Rathausplatz 1<br>92318 Neumarkt i.d.OPf.
3c9e6878-1621-4f91-9a76-f09c0bc08fed;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Neu-Ulm, Augsburger Straße 15, 89231 Neu-Ulm;Große Kreisstadt Neu-Ulm;Augsburger Straße;15;89231;Neu-Ulm;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Neu-Ulm<br>Augsburger Straße 15<br>89231 Neu-Ulm
7d13e2e5-fb08-4b46-8392-4e388b2b9b1e;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Große Kreisstadt Nördlingen, Marktplatz 1, 86720 Nördlingen;Große Kreisstadt Nördlingen;Marktplatz;1;86720;Nördlingen;<h3>Abrufberechtigter: </h3><p>Große Kreisstadt Nördlingen<br>Marktplatz 1<br>86720 Nördlingen
